,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,date_local,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,arithmetic_mean,first_max_value,first_max_hour,aqi,method_code,method,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change
198,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-10,Parts per billion,No Events,24,100.0,Y,9.216667,18.2,16,17,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
199,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-10,Parts per billion,No Events,24,100.0,Y,9.216667,18.2,16,17,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
200,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-11,Parts per billion,No Events,24,100.0,Y,6.845833,15.9,16,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
201,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-11,Parts per billion,No Events,24,100.0,Y,6.845833,15.9,16,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
202,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-12,Parts per billion,No Events,23,96.0,Y,8.5,14.1,19,13,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
203,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-12,Parts per billion,No Events,23,96.0,Y,8.5,14.1,19,13,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
205,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-13,Parts per billion,No Events,24,100.0,Y,13.766667,37.7,20,35,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
204,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-13,Parts per billion,No Events,24,100.0,Y,13.766667,37.7,20,35,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
206,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-14,Parts per billion,No Events,23,96.0,Y,18.804348,32.9,5,30,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
207,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-14,Parts per billion,No Events,23,96.0,Y,18.804348,32.9,5,30,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
208,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-15,Parts per billion,No Events,21,88.0,Y,7.204762,16.0,5,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
209,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-15,Parts per billion,No Events,21,88.0,Y,7.204762,16.0,5,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
210,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-16,Parts per billion,No Events,23,96.0,Y,5.913043,15.3,5,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
211,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-16,Parts per billion,No Events,23,96.0,Y,5.913043,15.3,5,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
212,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-17,Parts per billion,No Events,24,100.0,Y,6.4125,13.5,23,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
213,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-17,Parts per billion,No Events,24,100.0,Y,6.4125,13.5,23,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
215,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-18,Parts per billion,No Events,24,100.0,Y,8.6625,33.2,23,31,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
214,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-18,Parts per billion,No Events,24,100.0,Y,8.6625,33.2,23,31,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
217,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-19,Parts per billion,No Events,23,96.0,Y,19.295652,39.5,0,37,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
216,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-19,Parts per billion,No Events,23,96.0,Y,19.295652,39.5,0,37,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
218,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-20,Parts per billion,No Events,24,100.0,Y,15.408333,32.3,6,30,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
219,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-20,Parts per billion,No Events,24,100.0,Y,15.408333,32.3,6,30,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
220,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-21,Parts per billion,No Events,22,92.0,Y,6.395455,14.5,6,13,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
221,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-21,Parts per billion,No Events,22,92.0,Y,6.395455,14.5,6,13,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
222,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-22,Parts per billion,No Events,23,96.0,Y,8.243478,20.1,22,19,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
223,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-22,Parts per billion,No Events,23,96.0,Y,8.243478,20.1,22,19,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
224,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-23,Parts per billion,No Events,23,96.0,Y,9.904348,23.5,5,22,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
225,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-23,Parts per billion,No Events,23,96.0,Y,9.904348,23.5,5,22,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
226,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-24,Parts per billion,No Events,24,100.0,Y,13.116667,25.2,7,24,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
227,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-24,Parts per billion,No Events,24,100.0,Y,13.116667,25.2,7,24,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
229,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-25,Parts per billion,No Events,24,100.0,Y,4.9,8.6,20,8,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
228,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-25,Parts per billion,No Events,24,100.0,Y,4.9,8.6,20,8,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
230,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-26,Parts per billion,No Events,23,96.0,Y,13.434783,48.5,21,45,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
231,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-26,Parts per billion,No Events,23,96.0,Y,13.434783,48.5,21,45,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
232,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-27,Parts per billion,No Events,24,100.0,Y,25.8125,40.1,3,38,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
233,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-27,Parts per billion,No Events,24,100.0,Y,25.8125,40.1,3,38,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
234,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-28,Parts per billion,No Events,21,88.0,Y,15.571429,33.3,23,31,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
235,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-28,Parts per billion,No Events,21,88.0,Y,15.571429,33.3,23,31,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
236,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-29,Parts per billion,No Events,23,96.0,Y,11.034783,33.1,0,31,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
237,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-29,Parts per billion,No Events,23,96.0,Y,11.034783,33.1,0,31,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
239,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-04-30,Parts per billion,No Events,23,96.0,Y,2.952174,5.3,5,5,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
238,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-04-30,Parts per billion,No Events,23,96.0,Y,2.952174,5.3,5,5,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
240,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-01,Parts per billion,No Events,24,100.0,Y,5.729167,21.6,20,20,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
241,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-01,Parts per billion,No Events,24,100.0,Y,5.729167,21.6,20,20,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
242,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-02,Parts per billion,No Events,24,100.0,Y,9.9125,17.2,1,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
243,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-02,Parts per billion,No Events,24,100.0,Y,9.9125,17.2,1,16,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
244,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-03,Parts per billion,No Events,23,96.0,Y,11.952174,19.6,20,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
245,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-03,Parts per billion,No Events,23,96.0,Y,11.952174,19.6,20,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
246,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-04,Parts per billion,No Events,22,92.0,Y,8.854545,16.2,21,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
247,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-04,Parts per billion,No Events,22,92.0,Y,8.854545,16.2,21,15,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
249,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-05,Parts per billion,No Events,23,96.0,Y,7.778261,19.1,6,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
248,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-05,Parts per billion,No Events,23,96.0,Y,7.778261,19.1,6,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
251,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-06,Parts per billion,No Events,23,96.0,Y,7.843478,31.0,22,29,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
250,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-06,Parts per billion,No Events,23,96.0,Y,7.843478,31.0,22,29,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
252,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-07,Parts per billion,No Events,23,96.0,Y,11.36087,29.5,0,27,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
253,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-07,Parts per billion,No Events,23,96.0,Y,11.36087,29.5,0,27,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
254,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-08,Parts per billion,No Events,24,100.0,Y,6.2375,15.1,20,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
255,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-08,Parts per billion,No Events,24,100.0,Y,6.2375,15.1,20,14,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
256,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-09,Parts per billion,No Events,24,100.0,Y,8.25,13.0,19,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
257,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-09,Parts per billion,No Events,24,100.0,Y,8.25,13.0,19,12,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
258,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-10,Parts per billion,No Events,23,96.0,Y,7.378261,25.6,1,24,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
259,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-10,Parts per billion,No Events,23,96.0,Y,7.378261,25.6,1,24,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
261,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 1-hour 2010,2021-05-11,Parts per billion,No Events,24,100.0,Y,8.545833,19.8,3,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
260,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-11,Parts per billion,No Events,24,100.0,Y,8.545833,19.8,3,18,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
262,24,510,40,42602,1,39.297733,-76.604603,WGS84,Nitrogen dioxide (NO2),1,1 HOUR,NO2 Annual 1971,2021-05-12,Parts per billion,No Events,23,96.0,Y,10.191304,35.5,22,33,599,Instrumental - Chemiluminescence Teledyne API 200 EU/501,Oldtown,"Oldtown Fire Station, 1100 Hillen Street",Maryland,Baltimore (City),Baltimore,12580,"Baltimore-Columbia-Towson, MD",2022-04-06
